Reference,gr,Latitude,Longitude
TBM2002104304,020,27.94205,-82.425833
TBM2002104305,020,27.945433,-82.42925
TBM2002104306,020,27.94045,-82.433267
TBM2002104307,300,27.935667,-82.419883
TBM2002104308,300,27.9317,-82.419167
TBM2002104309,300,27.939967,-82.427617
TBM2002104310,300,27.941833,-82.422167
TBM2002104311,020,27.937083,-82.4157
TBM2002104312,020,27.934117,-82.415933
TBM2002104313,020,27.93045,-82.415533
TBM2002104314,020,27.927883,-82.41315
TBM2002104401,023,27.943333,-82.4112
TBM2002104402,023,27.942733,-82.407767
TBM2002104403,023,27.948183,-82.391283
TBM2002104404,023,27.94835,-82.385767
TBM2002104405,023,27.947683,-82.377933
TBM2002104406,023,27.955817,-82.368933
TBM2002104407,300,27.951133,-82.371433
TBM2002104408,300,27.948133,-82.38925
TBM2002104409,300,27.943467,-82.409033
TBM2002104501,023,28.018417,-82.445067
TBM2002104502,023,28.019517,-82.4378
TBM2002104503,300,28.020517,-82.454117
TBM2002104504,300,28.018817,-82.464533
TBM2002104505,023,28.011283,-82.465133
TBM2002104506,023,28.008133,-82.464517
TBM2002104507,023,28.004583,-82.470317
TBM2002104508,023,27.996717,-82.465517
TBM2002104509,300,27.9995,-82.4733
TBM2002104601,300,27.968583,-82.476817
TBM2002104602,300,27.978517,-82.47725
TBM2002104603,023,27.990967,-82.467067
TBM2002104604,023,27.98095,-82.475583
TBM2002104605,023,27.969167,-82.476933
TBM2002104606,023,27.9625,-82.47095
TBM2002104607,300,27.952767,-82.465383
TBM2002104608,023,27.94245,-82.4584
TBM2002104609,023,27.950633,-82.464633
TBM2002107101,023,27.718633,-82.484967
TBM2002107102,023,27.713717,-82.47225
TBM2002107103,023,27.7161,-82.473533
TBM2002107104,023,27.717183,-82.4723
TBM2002107105,023,27.71555,-82.469083
TBM2002107106,023,27.713467,-82.4662
TBM2002107107,023,27.713533,-82.460717
TBM2002107108,023,27.7156,-82.460833
TBM2002107109,023,27.776867,-82.4624
TBM2002107110,023,27.707633,-82.466917
TBM2002107111,023,27.706633,-82.468033
TBM2002107112,023,27.710383,-82.47055
TBM2002107113,023,27.712633,-82.470783
TBM2002107114,023,27.71395,-82.482917
TBM2002107115,023,27.7118,-82.4839
TBM2002107201,023,27.71635,-82.46325
TBM2002107202,023,27.700033,-82.461833
TBM2002107203,023,27.7174,-82.452533
TBM2002107204,023,27.716533,-82.44735
TBM2002107205,023,27.717083,-82.444283
TBM2002107206,023,27.7184,-82.442883
TBM2002107207,023,27.717067,-82.441033
TBM2002107208,023,27.719667,-82.434583
TBM2002107209,023,27.71725,-82.436233
TBM2002107210,023,27.716383,-82.435117
TBM2002107211,023,27.717683,-82.437183
TBM2002107212,023,27.7194,-82.447183
TBM2002107301,023,27.70845,-82.479083
TBM2002107302,023,27.70975,-82.477483
TBM2002107303,023,27.70925,-82.4761
TBM2002107304,023,27.7068,-82.4591
TBM2002107305,023,27.703767,-82.453917
TBM2002107306,023,27.707733,-82.454517
TBM2002107307,023,27.71355,-82.454117
TBM2002107308,023,27.71355,-82.4554
TBM2002107309,023,27.707517,-82.44805
TBM2002107310,023,27.702,-82.4485
TBM2002107311,023,27.693983,-82.451233
TBM2002107312,023,27.6969,-82.447967
TBM2002107313,023,27.700517,-82.450817
TBM2002107314,023,27.698083,-82.45595
TBM2002107315,023,27.696483,-82.4571
TBM2002107316,023,27.68995,-82.44185
TBM2002107317,023,27.6902,-82.445867
TBM2002107318,023,27.690267,-82.44755
TBM2002107401,023,27.67165,-82.437167
TBM2002107402,023,27.673533,-82.435533
TBM2002107403,023,27.675483,-82.436317
TBM2002107404,023,27.67845,-82.433417
TBM2002107405,023,27.675333,-82.434917
TBM2002107406,023,27.6861,-82.4353
TBM2002107407,023,27.683167,-82.4367
TBM2002107408,023,27.680733,-82.440783
TBM2002107409,023,27.681683,-82.442
TBM2002107410,023,27.684817,-82.446917
TBM2002107411,023,27.687267,-82.4412
TBM2002107412,023,27.6874,-82.442033
TBM2002107413,023,27.688,-82.4454
TBM2002110101,160,27.564467,-82.6195
TBM2002110102,020,27.5603,-82.60385
TBM2002110103,160,27.559267,-82.5942
TBM2002110104,160,27.5501,-82.577933
TBM2002110105,020,27.538383,-82.605383
TBM2002110106,020,27.510333,-82.618
TBM2002110201,170,27.81845,-82.484367
TBM2002110202,170,27.816167,-82.548333
TBM2002110203,170,27.760017,-82.48515
TBM2002110204,020,27.776233,-82.435967
TBM2002110205,170,27.773433,-82.430333
TBM2002110206,170,27.8261,-82.401517
TBM2002110301,023,27.483317,-82.518567
TBM2002110302,023,27.47215,-82.49215
TBM2002110303,023,27.4717,-82.4928
TBM2002110304,023,27.471983,-82.494517
TBM2002110305,300,27.479667,-82.495
TBM2002110306,300,27.49205,-82.512083
TBM2002110307,300,27.50895,-82.532567
TBM2002110308,300,27.50335,-82.56885
TBM2002110309,023,27.49895,-82.561033
TBM2002110310,300,27.527267,-82.500433
TBM2002110311,023,27.5204,-82.486517
TBM2002110312,023,27.51495,-82.482833
TBM2002110313,023,27.520233,-82.476833
TBM2002110314,023,27.529817,-82.469217
TBM2002110315,023,27.5283,-82.478617
TBM2002110401,020,27.632417,-82.696633
TBM2002110402,160,27.672867,-82.736317
TBM2002110403,020,27.6774,-82.711783
TBM2002110404,020,27.703267,-82.668433
TBM2002110405,020,27.705683,-82.6742
TBM2002110406,160,27.699817,-82.68955
TBM2002110407,160,27.706217,-82.681283
TBM2002110501,020,27.869333,-82.467483
TBM2002110502,020,27.832717,-82.469267
TBM2002110503,020,27.821833,-82.487317
TBM2002110504,300,27.813783,-82.4771
TBM2002110505,300,27.80475,-82.454883
TBM2002110506,300,27.798117,-82.4463
TBM2002110507,020,27.823,-82.4396
TBM2002110508,300,27.814733,-82.404633
TBM2002110509,300,27.8158,-82.397933
TBM2002110510,300,27.812933,-82.4141
TBM2002110601,020,27.862383,-82.613833
TBM2002110602,300,27.874717,-82.60445
TBM2002110603,300,27.882217,-82.60545
TBM2002110604,300,27.85435,-82.561617
TBM2002110605,300,27.841133,-82.544717
TBM2002110606,300,27.838167,-82.5501
TBM2002110607,020,27.8337,-82.528117
TBM2002110608,020,27.846033,-82.590933
TBM2002110701,020,27.741883,-82.627883
TBM2002110702,170,27.840933,-82.549867
TBM2002110703,170,27.84975,-82.588933
TBM2002110704,170,27.792383,-82.600533
TBM2002110705,170,27.756167,-82.6251
TBM2002110706,170,27.73165,-82.61875
TBM2002110801,300,27.679033,-82.69485
TBM2002110802,300,27.691333,-82.708933
TBM2002110803,300,27.727367,-82.5467
TBM2002110804,300,27.6892,-82.59275
TBM2002110805,300,27.693967,-82.606233
TBM2002110806,300,27.57175,-82.63445
TBM2002110807,300,27.562667,-82.578683
TBM2002110808,300,27.55425,-82.593433
TBM2002110901,020,27.7069,-82.498683
TBM2002110902,020,27.6914,-82.5285
TBM2002110903,020,27.65425,-82.55115
TBM2002110904,160,27.653283,-82.551333
TBM2002110905,160,27.69815,-82.512417
TBM2002111001,160,27.92795,-82.418583
TBM2002111002,160,27.883717,-82.424317
TBM2002111003,160,27.8467,-82.4201
TBM2002111004,020,27.813567,-82.402983
TBM2002111005,020,27.816167,-82.40245
TBM2002111006,020,27.81375,-82.400567
TBM2002111007,020,27.816733,-82.399717
TBM2002111008,160,27.81385,-82.399267
TBM2002111101,170,27.610183,-82.576683
TBM2002111102,170,27.6077,-82.557267
TBM2002111103,170,27.6905,-82.539417
TBM2002111104,170,27.56835,-82.575567
TBM2002111105,170,27.503867,-82.688917
TBM2002111201,170,27.672417,-82.68005
TBM2002111202,170,27.706533,-82.688367
TBM2002111203,170,27.705817,-82.70925
TBM2002111204,170,27.671333,-82.737717
TBM2002111205,170,27.665217,-82.741383
TBM2002111301,160,27.865017,-82.538267
TBM2002111302,160,27.826083,-82.597333
TBM2002111303,160,27.774667,-82.626117
TBM2002111304,020,27.797817,-82.598467
TBM2002111305,020,27.876383,-82.597283
TBM2002111306,020,27.876033,-82.598817
TBM2002111307,160,27.874067,-82.598533
TBM2002111401,020,27.999517,-82.642367
TBM2002111402,020,28.01715,-82.669267
TBM2002111403,300,27.986417,-82.654667
TBM2002111404,300,28.004517,-82.6698
TBM2002111405,300,27.946467,-82.71855
TBM2002111406,300,27.920533,-82.687767
TBM2002111407,300,27.9249,-82.68235
TBM2002111408,300,27.89915,-82.64275
TBM2002111409,020,27.9792,-82.682417
TBM2002111501,023,27.69675,-82.447967
TBM2002111502,023,27.698117,-82.44965
TBM2002111503,023,27.665617,-82.42925
TBM2002111504,023,27.665683,-82.431733
TBM2002111505,300,27.68475,-82.431717
TBM2002111506,300,27.68595,-82.4474
TBM2002111507,300,27.6835,-82.441367
TBM2002111508,300,27.709717,-82.45435
TBM2002111509,300,27.706683,-82.460833
TBM2002111510,023,27.708133,-82.463333
TBM2002111511,300,27.718117,-82.47795
TBM2002111512,023,27.716717,-82.446883
TBM2002111513,023,27.71525,-82.45525
TBM2002111514,023,27.709333,-82.4515
TBM2002111601,160,27.989033,-82.685233
TBM2002111602,020,27.992317,-82.622417
TBM2002111603,160,27.971667,-82.608333
TBM2002111604,020,27.923867,-82.531817
TBM2002111605,160,27.94175,-82.544883
TBM2002111606,160,27.909283,-82.627217
TBM2002111607,020,27.90115,-82.643267
TBM2002111608,020,27.900167,-82.6461
TBM2002111701,300,27.815367,-82.403767
TBM2002111702,300,27.815767,-82.398467
TBM2002111703,300,27.813283,-82.41435
TBM2002111704,300,27.841433,-82.54525
TBM2002111705,020,27.84285,-82.543017
TBM2002111706,020,27.840567,-82.540067
TBM2002111707,300,27.838683,-82.55035
TBM2002111708,300,27.87375,-82.606933
TBM2002111709,300,27.8877,-82.611933
TBM2002111801,300,27.948867,-82.548217
TBM2002111802,300,27.950917,-82.548233
TBM2002111803,300,27.950383,-82.552117
TBM2002111804,300,27.94805,-82.552483
TBM2002111805,020,27.950117,-82.54695
TBM2002111806,020,27.9475,-82.545333
TBM2002111807,300,27.896967,-82.646617
TBM2002111808,300,27.922967,-82.687717
TBM2002111809,300,27.925133,-82.682367
TBM2002111810,020,27.924017,-82.6881
TBM2002111811,020,27.920067,-82.688217
TBM2002111901,300,27.842383,-82.6232
TBM2002111902,300,27.842133,-82.622417
TBM2002111903,300,27.8103,-82.598683
TBM2002111904,300,27.809967,-82.5992
TBM2002111905,300,27.808032999999998,-82.5906
TBM2002111906,300,27.80725,-82.590817
TBM2002111907,020,27.80945,-82.596733
TBM2002111908,020,27.809333,-82.596
TBM2002111909,300,27.783583,-82.622017
TBM2002111910,300,27.782433,-82.622133
TBM2002111911,300,27.781667,-82.61545
TBM2002111912,300,27.780717,-82.616917
TBM2002111913,020,27.782067,-82.619933
TBM2002111914,020,27.78335,-82.619833
TBM2002112101,023,27.860817,-82.344183
TBM2002112102,023,27.8578,-82.34485
TBM2002112103,023,27.858383,-82.346683
TBM2002112104,023,27.855783,-82.349567
TBM2002112105,023,27.858083,-82.354183
TBM2002112106,023,27.858133,-82.359117
TBM2002112107,023,27.855933,-82.3637
TBM2002112108,023,27.854717,-82.359267
TBM2002112109,023,27.852767,-82.3676
TBM2002112110,023,27.85635,-82.377833
TBM2002112111,023,27.860467,-82.375817
TBM2002112112,023,27.86025,-82.374517
TBM2002112113,023,27.858233,-82.382283
TBM2002112114,023,27.862633,-82.38095
TBM2002112115,023,27.857717,-82.383533
TBM2002112116,023,27.85445,-82.3912
TBM2002112117,023,27.854967,-82.39545
TBM2002112118,023,27.859983,-82.387367
TBM2002113201,180,27.856033,-82.347567
TBM2002113202,180,27.8574,-82.3452
TBM2002113203,180,27.86495,-82.333667
TBM2002113204,180,27.863767,-82.3417
TBM2002113205,180,27.855733,-82.350633
TBM2002113206,180,27.85735,-82.350283
TBM2002113207,180,27.858267,-82.35565
TBM2002113208,180,27.856617,-82.3657
TBM2002113209,180,27.85655,-82.366883
TBM2002113210,180,27.856317,-82.3742
TBM2002113301,180,27.859167,-82.371833
TBM2002113302,180,27.861267,-82.381933
TBM2002113303,180,27.854017,-82.394267
TBM2002113304,180,27.857667,-82.385967
TBM2002113305,180,27.860017,-82.387883
TBM2002113306,180,27.860233,-82.38545
TBM2002114101,300,27.85825,-82.387033
TBM2002114102,300,27.856733,-82.361233
TBM2002114103,300,27.8638,-82.335233
TBM2002114104,023,27.863783,-82.33745
TBM2002114105,023,27.857583,-82.345117
TBM2002114106,023,27.8585,-82.363083
TBM2002114107,023,27.85615,-82.36405
TBM2002114108,023,27.853967,-82.3948
TBM2002114109,023,27.859333,-82.38835
TBM2002114201,300,27.869317,-82.325617
TBM2002114202,300,27.866417,-82.316217
TBM2002114203,300,27.869933,-82.313667
TBM2002114204,023,27.883533,-82.309067
TBM2002114205,023,27.884317,-82.3056
TBM2002114206,023,27.866317,-82.313167000000007
TBM2002114207,023,27.8649,-82.31425
TBM2002114208,023,27.868017,-82.32125
TBM2002114209,023,27.866767,-82.329817
TBM2002114301,023,28.006283,-82.46715
TBM2002114302,023,28.003167,-82.473167
TBM2002114303,300,28.00015,-82.473383
TBM2002114304,023,28.018067,-82.446133
TBM2002114305,023,28.020433,-82.437183
TBM2002114306,300,28.0203,-82.454133
TBM2002114307,023,28.021383,-82.460567
TBM2002114308,023,28.02145,-82.460783
TBM2002114401,023,27.950783,-82.464683
TBM2002114402,023,27.945817,-82.460083
TBM2002114403,300,27.945733,-82.4599
TBM2002114404,300,27.9586,-82.464133
TBM2002114405,300,27.968983,-82.47765
TBM2002114406,300,27.990233,-82.467633
TBM2002114407,023,27.989633,-82.46785
TBM2002114408,023,27.986017,-82.47165
TBM2002114409,023,27.974767,-82.481533
TBM2002114410,023,27.967317,-82.476217
TBM2002114501,300,27.94545,-82.405767
TBM2002114502,300,27.94835,-82.390033
TBM2002114503,300,27.949233,-82.375083
TBM2002114504,023,27.952683,-82.3716
TBM2002114505,023,27.948617,-82.374617
TBM2002114506,023,27.9486,-82.382633
TBM2002114507,023,27.946183,-82.391567
TBM2002114508,023,27.944983,-82.4076
TBM2002114509,023,27.9417,-82.410783
TBM2002114510,300,27.942267,-82.41175
TBM2002114511,300,27.940517,-82.415883
TBM2002114601,020,27.937333,-82.432917
TBM2002114602,020,27.943417,-82.4247
TBM2002114603,020,27.9423,-82.417883
TBM2002114604,020,27.941133,-82.4233
TBM2002114605,300,27.938533,-82.424067
TBM2002114606,300,27.938083,-82.42345
TBM2002114607,020,27.9338,-82.418450000000007
TBM2002114608,020,27.932683,-82.41545
TBM2002114609,020,27.9311,-82.415117
TBM2002114610,020,27.929867,-82.416533
TBM2002114611,020,27.929133,-82.4241
TBM2002114612,020,27.9305,-82.424333
TBM2002114613,300,27.934517,-82.4203
TBM2002114614,300,27.937517,-82.417433
TBM2002117101,023,27.714633,-82.481217
TBM2002117102,023,27.714167,-82.479283
TBM2002117103,023,27.712817,-82.478433
TBM2002117104,023,27.71365,-82.4824
TBM2002117105,023,27.709733,-82.487817
TBM2002117106,023,27.7104,-82.471033
TBM2002117107,023,27.710433,-82.4695
TBM2002117108,023,27.7072,-82.467567
TBM2002117109,023,27.71205,-82.467317
TBM2002117110,023,27.711467,-82.465833
TBM2002117111,023,27.710367,-82.464933
TBM2002117112,023,27.713383,-82.46545
TBM2002117113,023,27.7159,-82.46215
TBM2002117114,023,27.713783,-82.472783
TBM2002117115,023,27.71375,-82.471133
TBM2002117116,023,27.717917,-82.476067
TBM2002117117,023,27.716433,-82.481367
TBM2002117201,023,27.704533,-82.458667
TBM2002117202,023,27.704133,-82.45575
TBM2002117203,023,27.7035,-82.454
TBM2002117204,023,27.705417,-82.454733
TBM2002117205,023,27.707,-82.4543
TBM2002117206,023,27.7067,-82.451483
TBM2002117207,023,27.711517,-82.4573
TBM2002117208,023,27.715733,-82.459833
TBM2002117209,023,27.7157,-82.452333
TBM2002117210,023,27.7165,-82.456983
TBM2002117211,023,27.717967,-82.453867
TBM2002117212,023,27.717217,-82.44605
TBM2002117213,023,27.71795,-82.442433
TBM2002117214,023,27.718217,-82.438333
TBM2002117215,023,27.724917,-82.450117
TBM2002117216,023,27.70615,-82.44765
TBM2002117217,023,27.702067,-82.4517
TBM2002117218,023,27.70145,-82.452367
TBM2002117301,023,27.7009,-82.448783
TBM2002117302,023,27.69975,-82.447167
TBM2002117303,023,27.695083,-82.4506
TBM2002117304,023,27.695033,-82.451717
TBM2002117305,023,27.693267,-82.45025
TBM2002117306,023,27.693,-82.44985
TBM2002117307,023,27.69245,-82.451883
TBM2002117308,023,27.695917,-82.458083
TBM2002117309,023,27.688917,-82.439733
TBM2002117310,023,27.685417,-82.432083
TBM2002117311,023,27.677517,-82.431767
TBM2002117312,023,27.67315,-82.4361
TBM2002117313,023,27.676,-82.43595
TBM2002117314,023,27.671283,-82.439933
TBM2002117401,023,27.688,-82.445133
TBM2002117402,023,27.687267,-82.441183
TBM2002117403,023,27.686633,-82.440233
TBM2002117404,023,27.68495,-82.437817
TBM2002117405,023,27.682383,-82.4367
TBM2002117406,023,27.681133,-82.437517
TBM2002117407,023,27.680417,-82.438467
TBM2002117408,023,27.678117,-82.442567
TBM2002117409,023,27.678833,-82.442117
TBM2002117410,023,27.684817,-82.4469
TBM2002120101,020,27.620567,-82.733733
TBM2002120102,020,27.623667,-82.73375
TBM2002120103,160,27.636733,-82.7095
TBM2002120104,160,27.737067,-82.700817
TBM2002120105,160,27.715,-82.631583
TBM2002120106,020,27.629717,-82.698917
TBM2002120107,160,27.6263,-82.702767
TBM2002120201,300,27.950517,-82.5479
TBM2002120202,300,27.94995,-82.548867
TBM2002120203,300,27.9494,-82.552883
TBM2002120204,300,27.9483,-82.552567
TBM2002120205,020,27.948067000000002,-82.544883
TBM2002120206,020,27.947117,-82.54555
TBM2002120207,300,27.897383,-82.645683
TBM2002120208,300,27.895833,-82.648033
TBM2002120209,020,27.901517,-82.643933
TBM2002120210,020,27.906567,-82.647583
TBM2002120211,300,27.921767,-82.686533
TBM2002120212,300,27.922183,-82.687267
TBM2002120213,300,27.924433,-82.682483
TBM2002120214,300,27.924767,-82.683267
TBM2002120215,020,27.9223,-82.688217
TBM2002120216,020,27.922783,-82.688283
TBM2002120301,020,27.52675,-82.603267
TBM2002120302,020,27.50135,-82.577783
TBM2002120303,020,27.498333,-82.581167
TBM2002120304,160,27.513617,-82.62705
TBM2002120305,160,27.685483,-82.524067
TBM2002120306,160,27.592983,-82.58945
TBM2002120307,160,27.579217,-82.609383
TBM2002120308,160,27.514267,-82.688683
TBM2002120401,170,27.54795,-82.590083
TBM2002120402,170,27.5673,-82.5792
TBM2002120403,020,27.570183,-82.570483
TBM2002120404,170,27.648283,-82.559533
TBM2002120405,170,27.61645,-82.57555
TBM2002120406,170,27.601967,-82.598933
TBM2002120407,020,27.599783,-82.596467
TBM2002120501,170,27.668167,-82.65685
TBM2002120502,170,27.6867,-82.653767
TBM2002120503,020,27.703617,-82.63625
TBM2002120504,020,27.682433,-82.673333
TBM2002120505,170,27.682217,-82.701417
TBM2002120506,170,27.691733,-82.706183
TBM2002120507,170,27.700067,-82.721383
TBM2002120601,023,27.706367,-82.460333
TBM2002120602,023,27.71095,-82.461117
TBM2002120603,023,27.7101,-82.465333
TBM2002120604,023,27.7111,-82.472617
TBM2002120605,300,27.711717,-82.480433
TBM2002120606,300,27.71475,-82.467233
TBM2002120607,300,27.711317,-82.454217
TBM2002120608,300,27.691383,-82.455317
TBM2002120609,300,27.688783,-82.440067
TBM2002120610,023,27.67815,-82.433717
TBM2002120611,023,27.66575,-82.4332
TBM2002120612,023,27.670483,-82.423183
TBM2002120613,023,27.694583,-82.448517
TBM2002120614,300,27.696933,-82.448367
TBM2002120701,023,27.499017,-82.52575
TBM2002120702,300,27.512,-82.514167
TBM2002120703,300,27.526667,-82.491667
TBM2002120704,300,27.528333,-82.473333
TBM2002120705,023,27.531083,-82.469817
TBM2002120706,023,27.530333,-82.470817
TBM2002120707,023,27.527733,-82.479833
TBM2002120708,023,27.5023,-82.538567
TBM2002120709,023,27.499783,-82.5208
TBM2002120710,300,27.483883,-82.501133
TBM2002120711,300,27.468867,-82.493033
TBM2002120712,023,27.473633,-82.49275
TBM2002120713,023,27.481367,-82.49515
TBM2002120714,023,27.482233,-82.495917
TBM2002120715,023,27.494183,-82.524967
TBM2002120801,020,27.979117,-82.561967
TBM2002120802,020,27.9698,-82.579933
TBM2002120803,020,27.95945,-82.56985
TBM2002120804,160,27.91995,-82.68815
TBM2002120805,160,27.989783,-82.6846
TBM2002120806,160,28.015933,-82.6826
TBM2002120807,020,28.027467,-82.66535
TBM2002120808,160,28.002983,-82.629617
TBM2002120901,160,27.865767,-82.6105
TBM2002120902,300,27.888317,-82.608983
TBM2002120903,300,27.887033,-82.6122
TBM2002120904,300,27.874083,-82.606417
TBM2002120905,300,27.874767,-82.604167
TBM2002120906,020,27.878883,-82.6055
TBM2002120907,020,27.876483,-82.596417
TBM2002120908,160,27.846233,-82.619933
TBM2002120909,160,27.8588,-82.552733
TBM2002120910,300,27.842633,-82.6233
TBM2002120911,300,27.84255,-82.62405
TBM2002121001,160,27.827833,-82.4702
TBM2002121002,160,27.8448,-82.421533
TBM2002121003,160,27.872783,-82.4378
TBM2002121004,160,27.9282,-82.46185
TBM2002121005,020,27.922317,-82.483667
TBM2002121006,020,27.8672,-82.48725
TBM2002121007,020,27.866883,-82.48815
TBM2002121101,300,27.814383,-82.399133
TBM2002121102,300,27.815967,-82.400217
TBM2002121103,300,27.813717,-82.40395
TBM2002121104,300,27.815933,-82.404233
TBM2002121105,300,27.814417,-82.414733
TBM2002121106,300,27.8139,-82.415517
TBM2002121107,020,27.805717,-82.418467
TBM2002121108,300,27.8368,-82.5499
TBM2002121109,300,27.838917,-82.5502
TBM2002121110,300,27.841667,-82.54505
TBM2002121111,020,27.818217,-82.400367
TBM2002121112,020,27.817233,-82.398967
TBM2002121113,300,27.841733,-82.545383
TBM2002121114,020,27.843483,-82.54375
TBM2002121115,020,27.840433,-82.540017
TBM2002121201,020,27.7419,-82.49245
TBM2002121202,170,27.724417,-82.48065
TBM2002121203,170,27.749517,-82.47275
TBM2002121204,170,27.836783,-82.424017
TBM2002121205,020,27.84035,-82.397683
TBM2002121206,170,27.871033,-82.416533
TBM2002121301,170,27.731983,-82.5947
TBM2002121302,170,27.740467,-82.634533
TBM2002121303,170,27.752733,-82.624733
TBM2002121304,170,27.823933,-82.5909
TBM2002121305,170,27.846,-82.585717
TBM2002121306,170,27.879317,-82.601633
TBM2002121401,300,27.7832,-82.623017
TBM2002121402,300,27.780333,-82.615167
TBM2002121403,300,27.780717,-82.615583
TBM2002121404,020,27.7829,-82.61945
TBM2002121405,020,27.7828,-82.61965
TBM2002121406,300,27.780667,-82.62435
TBM2002121407,020,27.810467,-82.59925
TBM2002121408,020,27.80925,-82.596067
TBM2002121409,300,27.808133,-82.5996
TBM2002121410,300,27.809567,-82.599267
TBM2002121411,300,27.806567,-82.590567
TBM2002121412,300,27.8067,-82.591
TBM2002121413,020,27.797783,-82.598483
TBM2002121414,020,27.800267,-82.59735
TBM2002121415,020,27.819017,-82.616767
TBM2002123101,023,27.854933,-82.396283
TBM2002123102,023,27.853367,-82.3967
TBM2002123103,023,27.859983,-82.387483
TBM2002123104,023,27.85805,-82.383817
TBM2002123105,023,27.862217,-82.383567
TBM2002123106,023,27.85895,-82.377533
TBM2002123107,023,27.854783,-82.373067
TBM2002123108,023,27.85665,-82.3696
TBM2002123109,023,27.856583,-82.368133
TBM2002123110,023,27.8602,-82.365417
TBM2002123111,023,27.858633,-82.363333
TBM2002123112,023,27.858067,-82.361117
TBM2002123113,023,27.85665,-82.35465
TBM2002123114,023,27.855717,-82.351
TBM2002123115,023,27.859033,-82.3482
TBM2002123116,023,27.858533,-82.349
TBM2002123117,023,27.86425,-82.3363
TBM2002123118,023,27.862083,-82.341967
TBM2002123201,180,27.860183,-82.385083
TBM2002123202,180,27.858067,-82.385067
TBM2002123203,180,27.855,-82.389983
TBM2002123204,180,27.85495,-82.39655
TBM2002123205,180,27.860767,-82.381433
TBM2002123206,180,27.856367,-82.3775
TBM2002123207,180,27.856483,-82.37185
TBM2002123208,180,27.858767,-82.368033
TBM2002123209,180,27.856633,-82.36575
TBM2002123210,180,27.85885,-82.36365
TBM2002123211,180,27.85825,-82.355333
TBM2002123212,180,27.8557,-82.350633
TBM2002123213,180,27.85575,-82.348383
TBM2002123214,180,27.862717,-82.3362
TBM2002123215,180,27.864117,-82.3366
TBM2002123216,180,27.863717,-82.34185
TBM2002124101,023,27.9433,-82.411117
TBM2002124102,023,27.945217,-82.401383
TBM2002124103,023,27.948,-82.388
TBM2002124104,023,27.94685,-82.37965
TBM2002124105,023,27.9484,-82.377583
TBM2002124106,023,27.9487,-82.3739
TBM2002124107,300,27.9494,-82.374417
TBM2002124108,300,27.94845,-82.389283
TBM2002124109,300,27.9455,-82.404517
TBM2002124110,300,27.938717,-82.420367
TBM2002124111,300,27.939733,-82.421733
TBM2002124201,300,27.931967,-82.42125
TBM2002124202,020,27.936583,-82.413667
TBM2002124203,020,27.930217,-82.418217
TBM2002124204,020,27.927917,-82.41895
TBM2002124205,020,27.926483,-82.421133
TBM2002124206,020,27.928933,-82.423817
TBM2002124207,300,27.934367,-82.4188
TBM2002124208,300,27.9413,-82.414
TBM2002124209,300,27.940083,-82.42925
TBM2002124210,020,27.93605,-82.43315
TBM2002124211,020,27.941433,-82.432717
TBM2002124212,020,27.943767,-82.426983
TBM2002124213,020,27.94385,-82.429367
TBM2002124214,020,27.9402,-82.419817
TBM2002124301,300,27.964483,-82.47355
TBM2002124302,300,27.9772,-82.478817
TBM2002124303,300,27.994083,-82.465467
TBM2002124304,023,27.98395,-82.472783
TBM2002124305,023,27.98325,-82.474333
TBM2002124306,023,27.970733,-82.480483
TBM2002124307,023,27.972183,-82.48215
TBM2002124308,023,27.948267,-82.463233
TBM2002124309,023,27.947433,-82.462367
TBM2002124310,300,27.94825,-82.462667
TBM2002124401,023,28.01955,-82.464133
TBM2002124402,023,28.023067,-82.4316
TBM2002124403,023,28.0151,-82.442267
TBM2002124404,023,28.011517,-82.464767
TBM2002124405,023,27.9984,-82.4722
TBM2002124406,023,27.99825,-82.4681
TBM2002124407,300,27.998017,-82.471667
TBM2002124408,300,28.01515,-82.464117
TBM2002124501,300,27.85865,-82.3865
TBM2002124502,300,27.858417,-82.379183
TBM2002124503,300,27.857883,-82.369633
TBM2002124504,300,27.8574,-82.355983
TBM2002124505,300,27.857367,-82.352983
TBM2002124506,023,27.86125,-82.342317
TBM2002124507,023,27.860967,-82.342467
TBM2002124508,023,27.856183,-82.362067
TBM2002124509,023,27.859267,-82.372383
TBM2002124510,023,27.862217,-82.380283
TBM2002124511,023,27.858167,-82.385017
TBM2002124512,020,27.8173,-82.402233
TBM2002124513,020,27.81695,-82.4018
TBM2002124601,023,27.869717,-82.3255
TBM2002124602,023,27.869517,-82.326083
TBM2002124603,300,27.865533,-82.332383
TBM2002124604,300,27.866883,-82.312967
TBM2002124605,023,27.865433,-82.313517
TBM2002124606,023,27.88395,-82.308633
TBM2002124607,023,27.885017,-82.307083
TBM2002124608,023,27.864983,-82.314067
TBM2002127101,023,27.71905,-82.4851
TBM2002127102,023,27.717267,-82.482617
TBM2002127103,023,27.71745,-82.477
TBM2002127104,023,27.716767,-82.470567
TBM2002127105,023,27.71385,-82.464
TBM2002127106,023,27.717217,-82.462667
TBM2002127107,023,27.7154,-82.4558
TBM2002127108,023,27.717867,-82.448683
TBM2002127109,023,27.717067,-82.444217
TBM2002127110,023,27.71645,-82.441717
TBM2002127111,023,27.716483,-82.440717
TBM2002127112,023,27.71645,-82.438567
TBM2002127113,023,27.718833,-82.43825
TBM2002127114,023,27.7138,-82.457633
TBM2002127201,023,27.717067,-82.485817
